Date,TempA,TempB,TempC,TempD,pHA,pHB,pHC,pHD,ECA,ECB,ECC,ECD,DOA,DOB,DOC,DOD,BODA,BODB,BODC,BODD,TNA,TNB,TNC,TND
7/9/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/13/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/17/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/18/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/19/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/20/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/21/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/25/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/26/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/27/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2022,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2022,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2022,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2022,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2022,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2022,,,,,,,,,,,,,,,,,,,,,,,,
